steps,avg_reward,success_rate,sps
100000,19.976011615849565,0.0,1505
200000,20.365127450972796,0.0,1504
300000,18.889369069527604,0.0,1509
400000,21.13364068157971,0.0,1518
500000,19.9931113592349,0.0,1532
600000,20.685741125307977,0.0,1544
700000,21.56368788640946,0.0,1556
800000,23.751123487278818,0.0,1561
900000,24.430579563528298,0.0,1566
1000000,33.428102211393416,0.0,1568
1100000,29.05755957428366,0.0,1571
1200000,24.155791286490857,0.0,1573
1300000,25.08268495630473,0.0,1577
1400000,23.4434889158234,0.0,1580
1500000,21.502173144426198,0.0,1583
1600000,23.059905025977642,0.0,1585
1700000,21.82308486280963,0.0,1587
1800000,21.371999603072183,0.0,1587
1900000,20.638948732428254,0.0,1587
2000000,21.270357701759785,0.0,1587
2100000,20.24368081925437,0.0,1587
2200000,20.09666987478733,0.0,1587
2300000,21.033630378469823,0.0,1587
2400000,20.81931765343994,0.0,1587
2500000,21.103051533102988,0.0,1588
2600000,21.047372611705214,0.0,1588
2700000,19.78493311850354,0.0,1590
2800000,15.106847835452063,0.02,1588
2900000,16.471249890783803,0.0,1587
3000000,17.143480696836487,0.0,1587
3100000,19.28129009205848,0.0,1586
3200000,18.845134886344894,0.0,1586
3300000,19.056759815188126,0.0,1586
3400000,19.157633613832296,0.0,1587
3500000,19.793418118432164,0.0,1587
3600000,19.286635120240973,0.0,1587
3700000,19.0592787547037,0.0,1588
3800000,19.705878352597356,0.0,1590
3900000,18.0025813243445,0.0,1591
4000000,18.989638789361344,0.0,1591
4100000,18.464193226601928,0.0,1593
4200000,18.92164519787766,0.0,1594
4300000,19.205037254029886,0.0,1594
4400000,18.506640522286762,0.0,1595
4500000,19.604871031604706,0.0,1596
4600000,18.68128414878622,0.0,1597
4700000,18.603774795792997,0.0,1597
4800000,18.76486751514487,0.0,1598
4900000,17.862635764339938,0.0,1598
5000000,18.8042745579686,0.0,1598
5100000,18.341843718662858,0.0,1597
5200000,15.981037537432275,0.0,1597
5300000,17.88711956532672,0.0,1597
5400000,18.785878249518575,0.0,1597
5500000,18.23976267427206,0.0,1597
5600000,17.779420487415045,0.0,1596
5700000,17.86143854286056,0.0,1596
5800000,18.173816316548038,0.0,1595
5900000,18.08686617143918,0.0,1595
6000000,18.490668786223978,0.0,1595
6100000,17.665978493234142,0.0,1595
6200000,18.152567498181014,0.0,1595
6300000,18.719947346071713,0.0,1595
6400000,17.81211837061681,0.0,1595
6500000,17.236503082243726,0.0,1595
6600000,18.24221846392378,0.0,1595
6700000,18.531919749993833,0.0,1594
6800000,17.604491976080464,0.0,1594
6900000,17.886894277725368,0.0,1594
7000000,17.987258134707808,0.0,1594
7100000,18.374835414914415,0.0,1594
7200000,18.213496312061324,0.0,1594
7300000,18.52227211110061,0.0,1594
7400000,17.70148201798089,0.0,1593
7500000,18.004901739023627,0.0,1593
7600000,18.148300932375715,0.0,1593
7700000,18.51421848140657,0.0,1592
7800000,18.773123213276268,0.0,1591
7900000,17.589966284465046,0.0,1590
8000000,18.407835243083536,0.0,1589
8100000,18.86932199411094,0.0,1589
8200000,18.892823572587222,0.0,1588
8300000,18.708238939493896,0.0,1587
8400000,18.182909672800452,0.0,1587
