update,global_step,rollout_reward_per_env,ep_return_mean,ep_len_mean,episodes_finished,A0_H_rx_chain_rx,A1_H_rx_chain_ry,A2_H_rx_chain_rz,A3_H_ry_chain_rx,A4_H_ry_chain_ry,A5_H_ry_chain_rz,A6_NoH_rx_chain_rx,A7_NoH_rx_chain_ry,A8_NoH_rx_chain_rz,A9_NoH_ry_chain_rx,A10_NoH_ry_chain_ry,A11_NoH_ry_chain_rz
11,45056,3.814062500000001,0.3632440474771318,95.4047619047619,42,0.07592079043388367,0.07592890411615372,0.07600732147693634,0.07591509073972702,0.07572485506534576,0.07589667290449142,0.07580731809139252,0.07603774219751358,0.11643040925264359,0.0759616568684578,0.07576990872621536,0.12459933012723923
12,49152,4.5015625,0.3914402156420376,91.45652173913044,46,0.0752786323428154,0.07511380314826965,0.075236976146698,0.07528511434793472,0.07528085261583328,0.07515162974596024,0.07519875466823578,0.07501513510942459,0.11963067203760147,0.07528505474328995,0.07501713186502457,0.12850619852542877
13,53248,3.9890624999999993,0.37991071421475636,93.5,42,0.07437499612569809,0.07439014315605164,0.07444120198488235,0.07444391399621964,0.07443240284919739,0.07423187047243118,0.07444193959236145,0.07442717254161835,0.1232176199555397,0.07441031187772751,0.07431510835886002,0.1328732967376709
14,57344,5.057812499999999,0.439809780081977,85.80434782608695,46,0.07329070568084717,0.07326962798833847,0.0732678771018982,0.07336414605379105,0.07330110669136047,0.07313155382871628,0.07330905646085739,0.07322750240564346,0.1282285749912262,0.07341964542865753,0.07333075255155563,0.13885952532291412
15,61440,5.942187500000001,0.46605392238673043,81.3529411764706,51,0.07263179123401642,0.07268084585666656,0.07266385108232498,0.07268672436475754,0.07241728901863098,0.07269185781478882,0.07270331680774689,0.07266736030578613,0.13111922144889832,0.07270410656929016,0.07273440808057785,0.1422991305589676
16,65536,6.335937500000001,0.4873798109877568,79.25,52,0.07128069549798965,0.07128643989562988,0.07130163908004761,0.07122135162353516,0.07125967741012573,0.07105560600757599,0.07125472277402878,0.07130593806505203,0.13766919076442719,0.07118425518274307,0.0712297260761261,0.14995083212852478
17,69632,6.884375,0.5195754710233437,74.45283018867924,53,0.07028020918369293,0.0702221468091011,0.07025755941867828,0.0701383501291275,0.07015855610370636,0.07026171684265137,0.07022291421890259,0.07026275247335434,0.14231523871421814,0.07021431624889374,0.07027795910835266,0.15538831055164337
18,73728,7.534375,0.5287280681363323,72.59649122807018,57,0.06941821426153183,0.06943461298942566,0.06942667812108994,0.06944378465414047,0.06940765678882599,0.06934430450201035,0.06943435221910477,0.06934323161840439,0.14602237939834595,0.06951230019330978,0.06946348398923874,0.15974898636341095
19,77824,8.445312499999998,0.5630208340783914,66.98333333333333,60,0.06850860267877579,0.06853648275136948,0.06852825731039047,0.06846949458122253,0.06853500008583069,0.06841859966516495,0.06848004460334778,0.0684158131480217,0.15032455325126648,0.06851114332675934,0.06849401444196701,0.1647779941558838
20,81920,11.100000000000009,0.6342857139451163,57.142857142857146,70,0.06845217198133469,0.06848836690187454,0.06847227364778519,0.0683550089597702,0.06848256289958954,0.06831587851047516,0.06841928511857986,0.0683608278632164,0.1506595015525818,0.0683557391166687,0.06846677511930466,0.1651715785264969
21,86016,10.981250000000003,0.6275000001702989,57.542857142857144,70,0.06833870708942413,0.06837373226881027,0.06836173683404922,0.06815847754478455,0.06837008893489838,0.0681384727358818,0.06827659904956818,0.06819725781679153,0.15132823586463928,0.06806294620037079,0.0683366060256958,0.1660570651292801
22,90112,12.075,0.6616438351673622,53.917808219178085,73,0.0683017373085022,0.06832164525985718,0.068327397108078,0.06812170892953873,0.0683276429772377,0.0681043267250061,0.0682130828499794,0.06810012459754944,0.15154403448104858,0.06798268109560013,0.06823201477527618,0.16642358899116516
23,94208,11.765625000000002,0.6359797301324638,57.37837837837838,74,0.06824605911970139,0.06824279576539993,0.06827571988105774,0.06806719303131104,0.06826357543468475,0.06805361807346344,0.06811695545911789,0.06795251369476318,0.1518794447183609,0.06786231696605682,0.0680725947022438,0.1669672727584839
24,98304,13.226562499999996,0.6782852552640133,50.85897435897436,78,0.06817737966775894,0.06814560294151306,0.06821198761463165,0.0679999589920044,0.06818456947803497,0.06799107044935226,0.067998506128788,0.06777055561542511,0.15230900049209595,0.06771399825811386,0.06787603348493576,0.16762132942676544
25,102400,11.415624999999999,0.6431338058810838,55.74647887323944,71,0.06811261922121048,0.06805399805307388,0.06815186142921448,0.06793655455112457,0.06811008602380753,0.06793207675218582,0.06788688153028488,0.06759900599718094,0.15273109078407288,0.06757422536611557,0.0676906630396843,0.16822095215320587
26,106496,7.965624999999999,0.5493534466829794,69.89655172413794,58,0.06805042922496796,0.06796610355377197,0.06809411197900772,0.06787567585706711,0.06803859770298004,0.06787540763616562,0.0677797868847847,0.0674344003200531,0.15314042568206787,0.06744015216827393,0.06751275062561035,0.16879220306873322
27,110592,8.653124999999996,0.5768749989569187,66.36666666666666,60,0.06797029078006744,0.0678529292345047,0.06801966577768326,0.0677972063422203,0.06794649362564087,0.06780236214399338,0.06764192879199982,0.0672224760055542,0.1536688506603241,0.06726756691932678,0.06728364527225494,0.16952663660049438
28,114688,12.175000000000002,0.6493333335717519,55.04,75,0.06792201101779938,0.06778480112552643,0.06797480583190918,0.06774993985891342,0.06789104640483856,0.06775834411382675,0.06755896657705307,0.06709490716457367,0.1539894938468933,0.06716371327638626,0.06714572757482529,0.16996628046035767
29,118784,15.459374999999998,0.7107758611098103,45.172413793103445,87,0.06786611676216125,0.06770598888397217,0.06792285293340683,0.06769520789384842,0.06782684475183487,0.0677073672413826,0.0674629956483841,0.0669473260641098,0.15435616672039032,0.06704359501600266,0.06698612123727798,0.17047947645187378
30,122880,13.493749999999993,0.6746875023469329,50.85,80,0.06779087334871292,0.06759997457265854,0.06785289943218231,0.06762153655290604,0.06774047017097473,0.06763872504234314,0.06733397394418716,0.06674894690513611,0.15485240519046783,0.06688214838504791,0.06677156686782837,0.17116646468639374
31,126976,16.84687500000001,0.7245967732642287,43.376344086021504,93,0.06771470606327057,0.06749279797077179,0.06778207421302795,0.06754695624113083,0.06765308976173401,0.06756922602653503,0.0672035664319992,0.06654845923185349,0.15535515546798706,0.06671900302171707,0.06655468791723251,0.1718602478504181
32,131072,12.923437499999995,0.6713474040681665,51.33766233766234,77,0.06763440370559692,0.0673799216747284,0.0677073672413826,0.06746833026409149,0.06756101548671722,0.0674959197640419,0.06706628948450089,0.0663374587893486,0.1558828055858612,0.06654730439186096,0.06632640212774277,0.17259272933006287
33,135168,17.915625,0.7387886612685686,41.29896907216495,97,0.06755909323692322,0.06727416813373566,0.06763727962970734,0.06739457696676254,0.06747470051050186,0.0674271509051323,0.06693771481513977,0.06613987684249878,0.1563778817653656,0.06638655811548233,0.06611262261867523,0.17327837646007538
34,139264,17.578124999999996,0.7324218756208817,42.645833333333336,96,0.06746748089790344,0.0671457052230835,0.06755200773477554,0.06730487942695618,0.06736978143453598,0.06734346598386765,0.06678162515163422,0.06590010225772858,0.15697966516017914,0.06619147211313248,0.06585314869880676,0.17411068081855774
35,143360,13.000000000000002,0.67532467590524,51.532467532467535,77,0.0673636943101883,0.0670003890991211,0.06745534390211105,0.06720325350761414,0.06725098937749863,0.0672486200928688,0.06660514324903488,0.06562919169664383,0.15765847265720367,0.0659710094332695,0.06555997580289841,0.1750538945198059
36,147456,13.698437500000002,0.684921876899898,49.6125,80,0.06722211092710495,0.06680252403020859,0.06732340157032013,0.06706462055444717,0.06708908826112747,0.06711914390325546,0.06636504828929901,0.06526102125644684,0.1585797816514969,0.06567132472991943,0.06516154855489731,0.17634040117263794
37,151552,15.784374999999997,0.7094101112210349,45.41573033707865,89,0.06710425019264221,0.06663815677165985,0.0672135055065155,0.06694918870925903,0.06695443391799927,0.06701129674911499,0.0661657527089119,0.0649557039141655,0.15934672951698303,0.06542275846004486,0.06483113020658493,0.1774071604013443
38,155648,20.576562499999998,0.7692172922124373,36.77570093457944,107,0.06699501723051071,0.06648608297109604,0.06711158156394958,0.0668422132730484,0.06682972609996796,0.06691128760576248,0.06598151475191116,0.0646737590432167,0.16005343198776245,0.06519314646720886,0.06452600657939911,0.17839618027210236
39,159744,13.859375,0.6760670749879465,50.46341463414634,82,0.06688631325960159,0.066335029900074,0.06701012700796127,0.06673573702573776,0.06670574098825455,0.06681171804666519,0.06579865515232086,0.06439421325922012,0.16075316071510315,0.06496541947126389,0.0642235055565834,0.17938046157360077
40,163840,22.056250000000006,0.780752211545421,34.796460176991154,113,0.06674996018409729,0.06614594906568527,0.06688277423381805,0.0666021853685379,0.0665503591299057,0.0666867345571518,0.06556997448205948,0.06404520571231842,0.1616268754005432,0.06468091160058975,0.06384587287902832,0.18061316013336182
41,167936,21.473437500000003,0.7738175657955376,36.04504504504504,111,0.06656981259584427,0.06589682400226593,0.06671440601348877,0.06642571836709976,0.06634531915187836,0.06652148067951202,0.06526906788349152,0.06358698755502701,0.16277264058589935,0.06430704891681671,0.06335021555423737,0.18224050104618073
42,172032,19.464062500000008,0.7632965664653217,37.71568627450981,102,0.06638585776090622,0.06564322113990784,0.06654231250286102,0.06624550372362137,0.06613623350858688,0.06635256856679916,0.0649632066488266,0.06312244385480881,0.16393393278121948,0.06392762809991837,0.06284789741039276,0.1838991492986679
43,176128,20.2609375,0.7574182273907082,38.51401869158879,107,0.06618588417768478,0.06536849588155746,0.06635510176420212,0.06604959070682526,0.06590929627418518,0.06616879999637604,0.06463241577148438,0.06262169033288956,0.16518782079219818,0.06351805478334427,0.06230666860938072,0.18569621443748474
44,180224,22.790625,0.785883620252897,34.258620689655174,116,0.06595996767282486,0.06505927443504333,0.06614337861537933,0.06582821160554886,0.06565331667661667,0.06596095860004425,0.06426078826189041,0.062061212956905365,0.1665894091129303,0.06305887550115585,0.06170123815536499,0.18772345781326294
45,184320,19.4375,0.7548543702340821,39.067961165048544,103,0.06574194133281708,0.06476204097270966,0.06593883782625198,0.06561454385519028,0.06540670245885849,0.06576015055179596,0.06390431523323059,0.06152588874101639,0.16792792081832886,0.06261945515871048,0.06112340837717056,0.18967483937740326
46,188416,20.692187499999996,0.773539719876842,36.23364485981308,107,0.06537903845310211,0.06426985561847687,0.06559796631336212,0.06525882333517075,0.064997099339962,0.06542544066905975,0.06331564486026764,0.060647375881671906,0.17012594640254974,0.0618961900472641,0.06017623096704483,0.19291043281555176
47,192512,20.007812499999996,0.7550117935774461,38.89622641509434,106,0.06507254391908646,0.06385665386915207,0.06530965864658356,0.06495832651853561,0.06465203315019608,0.06514230370521545,0.06282307207584381,0.0599178671836853,0.17195649445056915,0.06129340082406998,0.05939088761806488,0.19562678039073944
48,196608,24.164062499999996,0.7988119844562751,31.925619834710744,121,0.06475879997015,0.06343601644039154,0.06501414626836777,0.06465066224336624,0.06429962068796158,0.06485205143690109,0.06232316419482231,0.059182822704315186,0.1737954318523407,0.06068389490246773,0.05860068276524544,0.19840264320373535
49,200704,24.298437500000006,0.7966700799641062,32.532786885245905,122,0.06445273011922836,0.06302791088819504,0.06472547352313995,0.06435044854879379,0.0639566108584404,0.06456846743822098,0.06183968111872673,0.05847734585404396,0.1755656599998474,0.060096725821495056,0.05784345418214798,0.20109544694423676
50,204800,24.792187500000004,0.7997479858177323,32.04032258064516,124,0.06413546204566956,0.06260724365711212,0.06442586332559586,0.0640391930937767,0.06360185891389847,0.06427409499883652,0.06134292110800743,0.057758186012506485,0.17737483978271484,0.059495843946933746,0.057072754949331284,0.2038717418909073
51,208896,20.806249999999984,0.7706018533143733,36.55555555555556,108,0.06403864920139313,0.062479354441165924,0.06433434784412384,0.06394419074058533,0.0634937658905983,0.06418416649103165,0.06119221821427345,0.05754115432500839,0.17792363464832306,0.05931403115391731,0.0568404383957386,0.2047140747308731
52,212992,23.648437499999993,0.7882812493791183,33.875,120,0.06362158060073853,0.061930857598781586,0.06393978744745255,0.06353488564491272,0.0630289688706398,0.06379640847444534,0.060547638684511185,0.056619495153427124,0.1802418828010559,0.05853912979364395,0.05585534870624542,0.20834402740001678
53,217088,24.428125000000005,0.8009221294864279,31.721311475409838,122,0.06321901828050613,0.06140519678592682,0.06355835497379303,0.06313970685005188,0.0625816211104393,0.06342145055532455,0.05993254855275154,0.05574981868267059,0.18242552876472473,0.057803764939308167,0.05492808297276497,0.2118348628282547
54,221184,19.318750000000005,0.750242718649142,39.650485436893206,103,0.06263041496276855,0.060642678290605545,0.0629996731877327,0.06256168335676193,0.06192957982420921,0.06287214905023575,0.05904487147927284,0.05451246351003647,0.1855725795030594,0.05674975365400314,0.05361305922269821,0.21687108278274536
55,225280,29.485937500000002,0.8247814689066026,28.034965034965033,143,0.061859145760536194,0.059654053300619125,0.0622660294175148,0.061803970485925674,0.06107867881655693,0.062150560319423676,0.05790198966860771,0.05295099690556526,0.1895570009946823,0.05540558695793152,0.0519612655043602,0.22341075539588928
56,229376,29.034375,0.8236702143723238,28.21276595744681,141,0.061070363968610764,0.05865493044257164,0.06151391565799713,0.06102864444255829,0.06021243706345558,0.061410535126924515,0.05675612390041351,0.05142061039805412,0.19349202513694763,0.05407242849469185,0.05035078153014183,0.23001715540885925
57,233472,29.542187500000008,0.8263548958551633,27.67132867132867,143,0.06035025045275688,0.05775284767150879,0.06082576885819435,0.06032048165798187,0.059424951672554016,0.060733191668987274,0.05572938919067383,0.050079092383384705,0.19693920016288757,0.052890267223119736,0.04894614219665527,0.236008420586586
58,237568,26.860937500000002,0.8139678036624735,29.643939393939394,132,0.05960468575358391,0.056828610599040985,0.06011185795068741,0.05958697572350502,0.058612871915102005,0.0600302554666996,0.05468501150608063,0.04874259606003761,0.2003832906484604,0.051699645817279816,0.04755334556102753,0.2421608567237854
59,241664,31.21875000000001,0.8380872479221165,25.798657718120804,149,0.05890296772122383,0.05596747621893883,0.059438612312078476,0.0588962659239769,0.05785144492983818,0.05936712026596069,0.053718697279691696,0.047530144453048706,0.20356528460979462,0.05060838907957077,0.04629535228013992,0.2478582262992859
60,245760,27.1078125,0.809188432880302,30.529850746268657,134,0.05778833106160164,0.05461535230278969,0.05836693197488785,0.05779857933521271,0.0566471591591835,0.0583111047744751,0.0522141270339489,0.04568861052393913,0.2083795964717865,0.04892909899353981,0.04439541697502136,0.2568656802177429
61,249856,30.540625000000013,0.8310374143172283,27.034013605442176,147,0.0567038469016552,0.05331689491868019,0.05732182413339615,0.056729983538389206,0.055480994284152985,0.057280827313661575,0.050783421844244,0.04398864135146141,0.21286122500896454,0.04735439643263817,0.04265332221984863,0.26552459597587585
62,253952,25.646874999999994,0.8077755908327778,30.755905511811022,127,0.0558323934674263,0.052285775542259216,0.05648021027445793,0.05587083473801613,0.05454797297716141,0.056450821459293365,0.04965709522366524,0.04268314316868782,0.216308131814003,0.046129386872053146,0.04132269695401192,0.27243155241012573
63,258048,27.756249999999994,0.8163602972293601,29.38235294117647,136,0.05454038456082344,0.05077509209513664,0.05522991344332695,0.05459640175104141,0.05317055061459541,0.05521724745631218,0.04802175238728523,0.04083709418773651,0.22119952738285065,0.04437308758497238,0.039451926946640015,0.28258708119392395
64,262144,28.015624999999993,0.8179744523372093,29.124087591240876,137,0.052925705909729004,0.04891551285982132,0.053663380444049835,0.05300258472561836,0.05145837739109993,0.05367085710167885,0.04603208228945732,0.03866538405418396,0.2270059585571289,0.04227057844400406,0.03726685419678688,0.29512280225753784
65,266240,25.332812499999985,0.804216271591565,31.325396825396826,126,0.05149336904287338,0.0472915954887867,0.05227010324597359,0.05158773809671402,0.049948014318943024,0.05229470133781433,0.044315144419670105,0.03685230761766434,0.23185662925243378,0.040485333651304245,0.035454921424388885,0.3061501681804657
66,270336,31.86718750000001,0.8386101969762852,25.82236842105263,152,0.04974498972296715,0.045339614152908325,0.05056510493159294,0.04985947534441948,0.04811437055468559,0.05060974508523941,0.04227558150887489,0.03476668894290924,0.23744438588619232,0.03839800879359245,0.03338391333818436,0.319498211145401
67,274432,31.065624999999997,0.8339765093870611,26.563758389261746,149,0.04793841764330864,0.043357279151678085,0.048798225820064545,0.04807216301560402,0.04623144492506981,0.04886241257190704,0.04023033007979393,0.03274137154221535,0.24279378354549408,0.03633853793144226,0.031384941190481186,0.33325105905532837
68,278528,38.02968750000001,0.8643110790713266,21.710227272727273,176,0.04614895582199097,0.041426580399274826,0.0470430813729763,0.046300258487463,0.04437766224145889,0.047125495970249176,0.03826241195201874,0.030849801376461983,0.24768385291099548,0.03438692167401314,0.029528042301535606,0.3468668758869171
69,282624,31.6359375,0.8325246724447137,26.79605263157895,152,0.044184278696775436,0.03934283182024956,0.04511047899723053,0.04435311630368233,0.04235496744513512,0.0452115498483181,0.036163900047540665,0.028888598084449768,0.2525743842124939,0.03233596682548523,0.02761221118271351,0.36186766624450684
70,286720,35.614062499999996,0.8530314405878147,23.51497005988024,167,0.043313365429639816,0.038430746644735336,0.044251926243305206,0.04348938912153244,0.04146246239542961,0.04436081275343895,0.035253334790468216,0.028054215013980865,0.2545843720436096,0.031455207616090775,0.026799827814102173,0.3685443103313446
71,290816,37.13906249999998,0.8587066488114395,22.606936416184972,173,0.041552718728780746,0.0366082638502121,0.042512815445661545,0.041742172092199326,0.039665840566158295,0.04263662174344063,0.03344820812344551,0.026428330689668655,0.25836342573165894,0.029725097119808197,0.02522125653922558,0.38209518790245056
72,294912,35.40156249999999,0.8530497003391565,23.512048192771083,166,0.03978857770562172,0.03481015935540199,0.04076547548174858,0.03998993709683418,0.03787599503993988,0.04090297594666481,0.03168494626879692,0.024872787296772003,0.26166898012161255,0.028053969144821167,0.023715928196907043,0.3958702087402344
73,299008,37.56406249999999,0.8586071443557739,22.622857142857143,175,0.03877132758498192,0.033785492181777954,0.03975575789809227,0.03897884860634804,0.0368485152721405,0.03990057110786438,0.030687540769577026,0.02400577999651432,0.2633250057697296,0.027116281911730766,0.022878797724843025,0.40394601225852966
74,303104,38.91406249999998,0.8647569480869505,21.63888888888889,180,0.03665965795516968,0.03168623521924019,0.03765472024679184,0.036878280341625214,0.034726180136203766,0.037813328206539154,0.028660740703344345,0.022271499037742615,0.2662704288959503,0.025227326899766922,0.021208200603723526,0.4209434390068054
75,307200,45.934375,0.8833533675911335,18.66346153846154,208,0.034837134182453156,0.029903680086135864,0.035835862159729004,0.035063501447439194,0.032905854284763336,0.036004822701215744,0.02695624716579914,0.020838890224695206,0.26811787486076355,0.023654578253626823,0.019831739366054535,0.4360497295856476
76,311296,39.23125000000002,0.8669889503421045,21.281767955801104,181,0.03278736397624016,0.02793066017329693,0.03378408029675484,0.03302036225795746,0.030871128663420677,0.0339629165828228,0.025087133049964905,0.019293660297989845,0.26950064301490784,0.021945985034108162,0.01835046336054802,0.4534655213356018
77,315392,45.80937500000001,0.8809495195746422,19.048076923076923,208,0.031046772375702858,0.0262807197868824,0.032036565244197845,0.03128363937139511,0.029153751209378242,0.03222221881151199,0.023537151515483856,0.01803036779165268,0.2696838080883026,0.0205406304448843,0.017141733318567276,0.4690426290035248
78,319488,44.87812500000001,0.8799632372809392,19.205882352941178,204,0.029823610559105873,0.025134675204753876,0.03080560639500618,0.030062193050980568,0.02795255184173584,0.030995143577456474,0.02246709354221821,0.01716681197285652,0.26912516355514526,0.019575968384742737,0.01631653681397438,0.4805746376514435
79,323584,53.4515625,0.898345589888196,16.264705882352942,238,0.02870100550353527,0.02409224957227707,0.029673708602786064,0.02894042432308197,0.0268541406840086,0.029866140335798264,0.021498188376426697,0.016390440985560417,0.2679189145565033,0.018706131726503372,0.015575318597257137,0.49178338050842285
80,327680,51.004687500000045,0.8948190805681965,16.82894736842105,228,0.027413463220000267,0.022907299920916557,0.02837304212152958,0.027652990072965622,0.025598956272006035,0.02856801077723503,0.020401667803525925,0.015517689287662506,0.2658795714378357,0.017725594341754913,0.014742759056389332,0.5052189230918884
81,331776,47.19374999999998,0.8862676062214543,18.197183098591548,213,0.026019727811217308,0.02163724973797798,0.026962077245116234,0.026258332654833794,0.02424580417573452,0.0271588284522295,0.01923201233148575,0.014593305066227913,0.2629101574420929,0.01668407954275608,0.013861685059964657,0.5204367637634277
82,335872,56.190625000000004,0.9026606441980385,15.57429718875502,249,0.025091107934713364,0.020798174664378166,0.0260202344506979,0.0253284964710474,0.023347416892647743,0.026217592880129814,0.01846235617995262,0.01398855447769165,0.2601601779460907,0.016001112759113312,0.01328565739095211,0.5312991142272949
83,339968,59.781250000000014,0.9092205327726589,14.524714828897338,263,0.02428264543414116,0.020072290673851967,0.025199078023433685,0.024518562480807304,0.022567367181181908,0.02539658360183239,0.01779845729470253,0.013469058088958263,0.2571623623371124,0.015413450077176094,0.012791077606379986,0.5413290858268738
84,344064,64.00312500000003,0.9143303598676409,13.707142857142857,280,0.023186171427369118,0.01909441314637661,0.024083703756332397,0.023419508710503578,0.021512439474463463,0.024280836805701256,0.01690680719912052,0.012774273753166199,0.2521362900733948,0.014626211486756802,0.012129913084208965,0.5558494329452515
85,348160,61.83437499999999,0.9126845043963612,13.970479704797048,271,0.022079994902014732,0.018115513026714325,0.0229564867913723,0.022310039028525352,0.020451698452234268,0.023152556270360947,0.016017325222492218,0.012084387242794037,0.2461555153131485,0.013843106105923653,0.011473728343844414,0.5713596940040588
86,352256,63.20468750000005,0.912703070184384,13.967509025270758,277,0.021658673882484436,0.017744703218340874,0.022526592016220093,0.021887267008423805,0.020048635080456734,0.022722074761986732,0.015681192278862,0.011824512854218483,0.24348261952400208,0.013547752052545547,0.011226632632315159,0.5776494741439819
87,356352,68.08281250000002,0.9200380096161688,12.79391891891892,296,0.02076118439435959,0.016958534717559814,0.021609844639897346,0.020986339077353477,0.01919177547097206,0.0218037199229002,0.01496998593211174,0.011276091448962688,0.23707327246665955,0.0129238311201334,0.01070531364530325,0.5917400121688843
88,360448,79.62656250000006,0.9313048279424857,10.991228070175438,342,0.019775180146098137,0.016100462526082993,0.020601125434041023,0.019996002316474915,0.01825307309627533,0.02079269103705883,0.014195885509252548,0.010681238025426865,0.22888465225696564,0.012246215716004372,0.010140053927898407,0.60833340883255
89,364544,77.64531249999997,0.9298839840346468,11.218562874251496,334,0.019014393910765648,0.015442535281181335,0.019821641966700554,0.019231462851166725,0.017530780285596848,0.02001100219786167,0.01360387448221445,0.010227764956653118,0.2219921499490738,0.011729024350643158,0.009709279984235764,0.6216861605644226
90,368640,82.42500000000008,0.9339943369454771,10.560906515580736,353,0.018034514039754868,0.014600317925214767,0.018816178664565086,0.018246212974190712,0.01660296693444252,0.019002176821231842,0.012847943231463432,0.009650478139519691,0.21181470155715942,0.01106990035623312,0.009161035530269146,0.6401536464691162
91,372736,92.92500000000011,0.94101266227191,9.437974683544304,395,0.01696087047457695,0.01368418987840414,0.017712537199258804,0.017165986821055412,0.015589646995067596,0.01789412647485733,0.012028049677610397,0.009026411920785904,0.1991690695285797,0.010356513783335686,0.00856852252036333,0.6618441343307495
92,376832,92.95468750000013,0.9413132952738412,9.38987341772152,395,0.016104768961668015,0.012958800420165062,0.016830962151288986,0.01630408875644207,0.014784188941121101,0.017008457332849503,0.011380620300769806,0.00853509921580553,0.1880979984998703,0.009794287383556366,0.008102171123027802,0.6800985932350159
93,380928,102.80000000000013,0.9474654427047149,8.40552995391705,434,0.01530530396848917,0.012285432778298855,0.016006439924240112,0.015498757362365723,0.014034043997526169,0.0161796435713768,0.010780946351587772,0.008081119507551193,0.17703500390052795,0.009274357929825783,0.007671336177736521,0.6978476047515869
94,385024,102.74843750000025,0.9469902137732176,8.481566820276498,434,0.014600595459342003,0.011695072054862976,0.015278613194823265,0.014788507483899593,0.01337442733347416,0.015447640791535378,0.01025624293833971,0.007684714626520872,0.16695183515548706,0.00882003828883171,0.007295188494026661,0.713807225227356
95,389120,103.03906250000021,0.9474856373907505,8.402298850574713,435,0.013876792974770069,0.01109173521399498,0.014530083164572716,0.014058664441108704,0.012698485516011715,0.0146944560110569,0.00972096249461174,0.007281036116182804,0.1563442200422287,0.008357124403119087,0.006912186276167631,0.730434238910675
96,393216,106.30468750000028,0.9491490011236497,8.136160714285714,448,0.01326911523938179,0.010587595403194427,0.013900854624807835,0.01344563253223896,0.012132245115935802,0.014061005786061287,0.009274429641664028,0.0069448258727788925,0.14714214205741882,0.007971376180648804,0.006593215279281139,0.7446775436401367
97,397312,111.09062500000034,0.95152570284919,7.755888650963597,467,0.01251530833542347,0.0099650789052248,0.013119327835738659,0.012684814631938934,0.011431308463215828,0.013273859396576881,0.008723918348550797,0.006530903745442629,0.1356663703918457,0.00749626662582159,0.006200551521033049,0.7623922228813171
