update,global_step,lr,avg_reward,rolling_mean_10,avg_success,rolling_success_10,pg_loss,v_loss,arch_loss,angle_loss,mean_logstd,k_active,top_arch,top_prob,sps,A0_H_rx_chain_rx,A1_H_rx_chain_ry,A2_H_rx_chain_rz,A3_H_ry_chain_rx,A4_H_ry_chain_ry,A5_H_ry_chain_rz,A6_NoH_rx_chain_rx,A7_NoH_rx_chain_ry,A8_NoH_rx_chain_rz,A9_NoH_ry_chain_rx,A10_NoH_ry_chain_ry,A11_NoH_ry_chain_rz
30,983040,0.0002959399999999999,1.4100922648471057,1.3465802920838588,0.0,0.0,-0.006826169788837433,0.1397397518157959,0.000206439639441669,0.0,-0.6502187252044678,2,5,0.9989436268806458,243.19423347334126,0.0001093428218155168,3.67972970707342e-05,3.416308027226478e-05,4.8988000344252214e-05,7.413916318910196e-05,0.9989436268806458,4.949346839566715e-05,5.193018296267837e-05,0.00047916144831106067,5.130071076564491e-05,5.267502274364233e-05,6.837312685092911e-05
31,1015808,0.0002957999999999999,1.4411511611113115,1.367120458220123,0.015625,0.0015625,0.028170345351099968,0.2232477068901062,0.00017595024837646633,0.0,-0.6546509265899658,2,5,0.9991176724433899,243.96199976598345,9.172738646157086e-05,3.160800042678602e-05,2.939345176855568e-05,4.181027543381788e-05,6.270763697102666e-05,0.9991176724433899,4.223362702759914e-05,4.426497616805136e-05,0.00039197152364067733,4.374088894110173e-05,4.4885746319778264e-05,5.792969386675395e-05
32,1048576,0.00029565999999999994,1.447589610833162,1.382646264425513,0.0,0.0015625,-0.050852783024311066,0.4050310254096985,0.00016468591638840735,0.0,-0.6586226224899292,2,5,0.9991809725761414,246.56696869187792,8.526809688191861e-05,2.9679566068807617e-05,2.7618683816399425e-05,3.91546891478356e-05,5.849926674272865e-05,0.9991809725761414,3.954768180847168e-05,4.143114711041562e-05,0.0003607615071814507,4.094549149158411e-05,4.2006446165032685e-05,5.4081880080047995e-05
33,1081344,0.00029551999999999996,1.4029483938970975,1.39816623953948,0.0,0.0015625,0.04914092272520065,0.2282508909702301,0.00013892335118725896,0.0,-0.6589202880859375,2,5,0.9993234872817993,246.82848825433538,7.074730092426762e-05,2.5270419428125024e-05,2.3554888684884645e-05,3.3115491532953456e-05,4.899059786112048e-05,0.9993234872817993,3.344053038745187e-05,3.4992743167094886e-05,0.00029091190663166344,3.4592980227898806e-05,3.546659354469739e-05,4.5377961214398965e-05
34,1114112,0.00029538,1.5160634411969847,1.4168458657840588,0.0,0.0015625,0.09538811445236206,0.3199829161167145,0.00012650871940422803,0.0,-0.6641178727149963,2,5,0.9993908405303955,248.68816085653262,6.388297333614901e-05,2.3142440113588236e-05,2.1590371034108102e-05,3.021926386281848e-05,4.4466443796409294e-05,0.9993908405303955,3.051221210625954e-05,3.190883217030205e-05,0.0002582108718343079,3.154917430947535e-05,3.2334944989997894e-05,4.123100370634347e-05
35,1146880,0.00029524,1.600407909449887,1.4398740875594986,0.0,0.0015625,0.0016863085329532623,0.36290544271469116,0.00010768065840238705,0.0,-0.6686804294586182,2,5,0.9994915723800659,248.80072935597497,5.3653995564673096e-05,1.990369491977617e-05,1.8595397705212235e-05,2.5839171939878725e-05,3.767969610635191e-05,0.9994915723800659,2.608426075312309e-05,2.725009835558012e-05,0.00020986543677281588,2.6950148821924813e-05,2.7605674404185265e-05,3.500073216855526e-05
36,1179648,0.0002951,1.7869030394148995,1.4803003737989866,0.0,0.0015625,-0.06897947192192078,0.3387659192085266,9.17378201847896e-05,0.0,-0.6746200323104858,2,5,0.9995749592781067,248.89193794369152,4.5142667659092695e-05,1.7134256268036552e-05,1.6029216567403637e-05,2.212278741353657e-05,3.1981926440494135e-05,0.9995749592781067,2.2328302293317392e-05,2.3303564375964925e-05,0.0001706056500552222,2.305281304870732e-05,2.360084545216523e-05,2.9759956305497326e-05
37,1212416,0.00029496000000000004,1.8483275454646788,1.5240138417474927,0.0,0.0015625,-0.022286493331193924,0.5624904632568359,9.117255103774369e-05,0.0,-0.6752876043319702,2,5,0.9995779395103455,252.31087614725197,4.484548117034137e-05,1.7036169083439745e-05,1.5938232536427677e-05,2.1991720132064074e-05,3.178201586706564e-05,0.9995779395103455,2.219584712292999e-05,2.3164460799307562e-05,0.00016926621901802719,2.2915406589163467e-05,2.3459722797269933e-05,2.9575883672805503e-05
38,1245184,0.00029482000000000005,2.241695801436916,1.6073678471333044,0.0,0.0015625,0.016591209918260574,0.4448334872722626,8.318874461110681e-05,0.0,-0.6776419878005981,2,5,0.9996188879013062,253.65301537642492,4.0640548832016066e-05,1.5634817827958614e-05,1.4637534150097053e-05,2.012359800573904e-05,2.8944230507477187e-05,0.9996188879013062,2.030819632636849e-05,2.1183239368838258e-05,0.00015025647007860243,2.0958303139195777e-05,2.1449914129334502e-05,2.6961188268614933e-05
39,1277952,0.00029468000000000007,2.4744398771945013,1.7169619044846545,0.0,0.0015625,-0.02486703172326088,0.49951276183128357,7.088253914844245e-05,0.0,-0.685762345790863,2,5,0.9996812343597412,253.64238710631977,3.4253938792971894e-05,1.3457279237627517e-05,1.2613282706297468e-05,1.7238175132661127e-05,2.4599306925665587e-05,0.9996812343597412,1.73931366589386e-05,1.8126926079276018e-05,0.00012191722635179758,1.793844421627e-05,1.835043258324731e-05,2.295114791195374e-05
40,1310720,0.00029454000000000004,2.5934461393012986,1.8352972919300736,0.0,0.0015625,0.03960888832807541,0.7909103035926819,6.582672358490527e-05,0.0,-0.6905028223991394,2,5,0.9997063279151917,255.29821871547531,3.1644034606870264e-05,1.2549658094940241e-05,1.1768497643060982e-05,1.604163298907224e-05,2.281110755575355e-05,0.9997063279151917,1.6184450942091644e-05,1.6860858522704802e-05,0.00011076889495598152,1.6687181414454244e-05,1.7066849977709353e-05,2.1298335923347622e-05
41,1343488,0.00029440000000000005,2.893132894650896,1.9804954652840323,0.0,0.0,-0.017269613221287727,0.6088908314704895,6.501869938801974e-05,0.0,-0.6926497220993042,2,5,0.9997103810310364,258.2509829866546,3.122980706393719e-05,1.240435267391149e-05,1.1633191206783522e-05,1.585048266861122e-05,2.2526359316543676e-05,0.9997103810310364,1.5991381587809883e-05,1.665870877332054e-05,0.00010900211054831743,1.648737998038996e-05,1.6861875337781385e-05,2.1035015379311517e-05
42,1376256,0.00029426000000000007,2.8273426385050167,2.1184707680512176,0.0,0.0,-0.1406671404838562,0.5142061710357666,6.216002657311037e-05,0.0,-0.6942449808120728,2,5,0.9997244477272034,260.4516538945196,2.9764009013888426e-05,1.1887763321283273e-05,1.1151895705552306e-05,1.51716831169324e-05,2.1517153072636575e-05,0.9997244477272034,1.5305791748687625e-05,1.5940995581331663e-05,0.0001028096376103349,1.577788862050511e-05,1.6134270481416024e-05,2.0101248082937673e-05
43,1409024,0.0002941200000000001,2.8537118190570867,2.2635471105672162,0.0,0.0,-0.10722807049751282,0.4333266615867615,5.851536843692884e-05,0.0,-0.6975712776184082,2,5,0.9997422099113464,262.1739209961744,2.7905731258215383e-05,1.122664070862811e-05,1.0535726687521674e-05,1.430502197763417e-05,2.0233195755281486e-05,0.9997422099113464,1.443058681616094e-05,1.5025083484943025e-05,9.505377965979278e-05,1.4872457541059703e-05,1.520593559689587e-05,1.8912420273409225e-05
44,1441792,0.0002939800000000001,2.7106853401902464,2.3830093004665427,0.0,0.0,0.003855675458908081,0.5696852207183838,5.029722524341196e-05,0.0,-0.699177622795105,2,5,0.999782145023346,261.9638513628062,2.3745591533952393e-05,9.720156413095538e-06,9.130179023486562e-06,1.2338591659499798e-05,1.7339640180580318e-05,0.999782145023346,1.2445209904399235e-05,1.29488971651881e-05,7.811374234734103e-05,1.2819634321203921e-05,1.310203515458852e-05,1.6229727407335304e-05
45,1474560,0.00029384000000000013,2.7702062107109158,2.499989130592646,0.0,0.0,-0.025429118424654007,0.6602229475975037,4.688674380304292e-05,0.0,-0.7044833898544312,2,5,0.9997983574867249,263.4018551004449,2.203576877946034e-05,9.089242666959763e-06,8.540833732695319e-06,1.1518712199176662e-05,1.614171196706593e-05,0.9997983574867249,1.1617516975093167e-05,1.208401590702124e-05,7.131401798687875e-05,1.196434550365666e-05,1.2225782484165393e-05,1.5117514521989506e-05
46,1507328,0.00029370000000000015,2.8451054871085284,2.605809375362009,0.0,0.0,0.03155405819416046,0.8285236358642578,4.1731997043825686e-05,0.0,-0.7059816122055054,2,5,0.9998226761817932,263.6604497029265,1.946897646121215e-05,8.127937690005638e-06,7.642221135029104e-06,1.027383314067265e-05,1.4332993487187196e-05,0.9998226761817932,1.0360930900787935e-05,1.0771794222819153e-05,6.133490387583151e-05,1.0666420166671742e-05,1.089671059162356e-05,1.3436200788419228e-05
47,1540096,0.00029356000000000016,2.6009559979976986,2.6810722206153104,0.0,0.0,0.0019897837191820145,0.4982401430606842,4.000190529040992e-05,0.0,-0.7091653347015381,2,5,0.9998308420181274,265.49968443497414,1.8608134269015864e-05,7.801946594554465e-06,7.337278930208413e-06,9.852740731730592e-06,1.3723721167480107e-05,0.9998308420181274,9.935927664628252e-06,1.0328213647881057e-05,5.809811773360707e-05,1.0227599887002725e-05,1.044739838107489e-05,1.286939368583262e-05
48,1572864,0.00029342000000000013,2.707881521948353,2.7276907926664538,0.0,0.0,0.07882698625326157,0.7341090440750122,3.962970367865637e-05,0.0,-0.7102850079536438,2,5,0.9998323917388916,268.0610292574685,1.8424372683512047e-05,7.731909136055037e-06,7.271746653714217e-06,9.762396075529978e-06,1.3593354196927976e-05,0.9998323917388916,9.84477355814306e-06,1.0233078683086205e-05,5.7395780459046364e-05,1.0133478099305648e-05,1.0351056516810786e-05,1.2748031622322742e-05
49,1605632,0.0002932800000000001,2.8737928512964332,2.7676260900766474,0.0,0.0,0.042497798800468445,1.0808944702148438,3.890208245138638e-05,0.0,-0.7118312120437622,2,5,0.9998358488082886,270.3618252684075,1.806590626074467e-05,7.595123861392494e-06,7.143727998482063e-06,9.586023224983364e-06,1.333888758381363e-05,0.9998358488082886,9.666754522186238e-06,1.0047330761153717e-05,5.6042179494397715e-05,9.949727427738253e-06,1.0162973921978846e-05,1.2511153727245983e-05
50,1638400,0.0002931400000000001,2.6199543359090702,2.770276909737425,0.0,0.0,-0.03443761542439461,0.9384831190109253,3.516845390549861e-05,0.0,-0.7144507169723511,2,5,0.9998531341552734,270.5890134241207,1.622445779503323e-05,6.886811206641141e-06,6.480570391431684e-06,8.67431936057983e-06,1.202758176077623e-05,0.9998531341552734,8.746689672989305e-06,9.08766105567338e-06,4.92492581543047e-05,9.000204954645596e-06,9.191180652123876e-06,1.1289647773082834e-05
51,1671168,0.00029300000000000013,2.6647280798874826,2.747436428261083,0.0,0.0,-0.08088719844818115,0.6117874979972839,3.237565761082806e-05,0.0,-0.7200403213500977,2,5,0.9998658895492554,271.15469205431185,1.4859084330964833e-05,6.354197012115037e-06,5.981592948955949e-06,7.99093959358288e-06,1.104978218791075e-05,0.9998658895492554,8.05713079898851e-06,8.368795533897355e-06,4.4288750359555706e-05,8.288874596473761e-06,8.463407539238688e-06,1.0377893886470702e-05
52,1703936,0.00029286000000000015,2.7956603540453244,2.7442681998151137,0.0,0.0,0.09766174107789993,0.9135127067565918,3.22394298564177e-05,0.0,-0.7200696468353271,2,5,0.9998666048049927,273.6416442087068,1.4793289665249176e-05,6.328439212666126e-06,5.957458597549703e-06,7.957916750456207e-06,1.100259669328807e-05,0.9998666048049927,8.02381237008376e-06,8.334061021741945e-06,4.40591829828918e-05,8.254510248661973e-06,8.428247383562848e-06,1.033387343341019e-05
53,1736704,0.00029272000000000017,2.722488562342545,2.73114587414366,0.0,0.0,0.03438767418265343,0.8141523003578186,3.0628227250417694e-05,0.0,-0.7239598035812378,2,5,0.9998738765716553,274.84738837745977,1.4002969692228362e-05,6.017647592670983e-06,5.6661456255824305e-06,7.559872756246477e-06,1.04347836895613e-05,0.9998738765716553,7.622160410392098e-06,7.9154888226185e-06,4.129548688069917e-05,7.840292710170615e-06,8.004525625437964e-06,9.80406730377581e-06
54,1769472,0.0002925800000000002,2.831156284614107,2.7431929685860457,0.0,0.0,0.02210715226829052,0.4194810688495636,2.8913369533256628e-05,0.0,-0.7242621183395386,2,5,0.9998815059661865,275.8686983962182,1.316212637902936e-05,5.6848025451472495e-06,5.354059794626664e-06,7.134196039260132e-06,9.8290447567706e-06,0.9998815059661865,7.192695193225518e-06,7.467993782483973e-06,3.841359284706414e-05,7.397450190183008e-06,7.5515931712288875e-06,9.238553502655122e-06
55,1802240,0.00029244000000000015,2.9041550114291113,2.756587848657865,0.0,0.0,-0.021744217723608017,0.4489375948905945,2.8887958251289092e-05,0.0,-0.7242622375488281,2,5,0.9998816251754761,278.305146432603,1.3150044651411008e-05,5.6799958656483795e-06,5.349558250600239e-06,7.128056040528463e-06,9.820314517128281e-06,0.9998816251754761,7.186503808043199e-06,7.461544555553701e-06,3.837218537228182e-05,7.391069175355369e-06,7.545065273006912e-06,9.230418072547764e-06
56,1835008,0.00029230000000000017,2.748735174403909,2.7469508173874035,0.0,0.0,-0.04771021753549576,0.8270586729049683,2.8854215997853316e-05,0.0,-0.7243783473968506,2,5,0.9998817443847656,280.6904470983569,1.3133390893926844e-05,5.673392479366157e-06,5.343359134712955e-06,7.119612291717203e-06,9.808316463022493e-06,0.9998817443847656,7.177984571171692e-06,7.452663339790888e-06,3.831598587566987e-05,7.382278454315383e-06,7.5360767368692905e-06,9.2192021838855e-06
57,1867776,0.0002921600000000002,2.594787043879091,2.7463339219755425,0.0,0.0,-0.024942029267549515,1.1064422130584717,2.807342207233887e-05,0.0,-0.7237557172775269,2,5,0.9998853206634521,282.2714927539215,1.2753448572766501e-05,5.522056198969949e-06,5.201421572564868e-06,6.926341939106351e-06,9.53388098423602e-06,0.9998853206634521,6.982983450143365e-06,7.249549980770098e-06,3.702289905049838e-05,7.181255114119267e-06,7.330509106395766e-06,8.962891115515959e-06
58,1900544,0.0002920200000000002,2.9348886041587527,2.769034630196583,0.0,0.0,0.03372183069586754,0.364591121673584,2.775926077447366e-05,0.0,-0.7250627279281616,2,5,0.9998867511749268,284.2946479368483,1.2599439287441783e-05,5.460625288833398e-06,5.143802809470799e-06,6.8479107540042605e-06,9.422597031516489e-06,0.9998867511749268,6.903851499373559e-06,7.16714430382126e-06,3.6507823097053915e-05,7.099686627043411e-06,7.247078883665381e-06,8.85893950908212e-06
