steps,avg_reward,success_rate,sps
100000,21.387554075871595,0.0,1157
200000,21.890990647701546,0.0,1048
300000,25.345699899997562,0.0,1099
400000,27.10358430556953,0.0,1058
500000,27.57283031506464,0.0,1086
600000,26.011394315073268,0.0,1060
700000,26.533654960598795,0.0,1077
800000,24.986992954285814,0.0,1057
900000,23.398972236840056,0.0,1070
1000000,22.821919762026518,0.0,1052
1100000,19.722094887431012,0.0,1056
1200000,18.137342817107566,0.02,1034
1300000,22.132352207038203,0.0,1030
1400000,21.010288841520087,0.0,1009
1500000,18.9836298976306,0.0,1008
1600000,18.5465136377234,0.0,993
1700000,17.863354379667435,0.0,993
1800000,16.399901281852507,0.0,981
1900000,15.852307054228149,0.0,982
2000000,15.964778561346465,0.0,972
2100000,15.070182487441926,0.0,962
2200000,14.834261716700858,0.0,962
2300000,15.112867638514727,0.0,955
2400000,14.120204818497296,0.0,952
2500000,12.622942122998648,0.0,941
2600000,15.12425180899212,0.0,940
2700000,12.739378725773422,0.0,932
2800000,13.284594000823564,0.0,930
2900000,12.708284579124301,0.0,921
3000000,13.75645915711386,0.0,922
3100000,13.868182997948606,0.0,916
3200000,13.853919960465282,0.0,917
3300000,13.163779355608858,0.0,911
3400000,11.69960157690104,0.0,911
3500000,12.823825170093915,0.0,906
3600000,13.196251074819529,0.0,906
3700000,12.411030877633312,0.0,902
3800000,13.301411830588622,0.0,903
3900000,13.429135682380583,0.0,900
4000000,13.551247511598412,0.0,897
4100000,13.431025856198977,0.0,899
4200000,13.539852376529888,0.0,896
4300000,14.011339136813767,0.0,898
4400000,12.635965467840048,0.0,895
4500000,13.494021914055338,0.0,897
4600000,13.7180087334977,0.0,894
4700000,13.906422291717027,0.0,896
4800000,13.876192978984909,0.0,893
4900000,13.662676860861247,0.0,895
5000000,13.617751214795863,0.0,892
5100000,13.370713387199212,0.0,893
5200000,13.856171216755877,0.0,891
5300000,13.234057029327449,0.0,892
5400000,13.04686815350121,0.0,889
5500000,13.124651641417294,0.0,890
5600000,13.601695587403373,0.0,888
5700000,12.828413208245765,0.0,889
5800000,13.885203997902572,0.0,888
5900000,13.370908250546782,0.0,887
6000000,13.88599792619818,0.0,889
6100000,13.949923428922194,0.0,888
6200000,13.59767561464454,0.0,890
6300000,14.012898652667646,0.0,889
6400000,14.012643915609225,0.0,891
6500000,13.304153091079934,0.0,890
6600000,14.052901195560116,0.0,892
6700000,13.791355800875463,0.0,891
6800000,14.049798824777827,0.0,892
6900000,13.252266612499952,0.0,891
7000000,13.657576598223532,0.0,893
7100000,13.70435625254875,0.0,892
7200000,13.502946646010969,0.0,894
7300000,13.667080847837497,0.0,893
7400000,13.467965718044434,0.0,894
7500000,13.657817751247203,0.0,893
7600000,13.938564169089076,0.0,895
7700000,13.911362875467166,0.0,894
7800000,13.996809863930103,0.0,893
7900000,13.95993190789828,0.0,895
8000000,14.043313654595986,0.0,894
8100000,14.126883784742095,0.0,895
8200000,14.294301500867586,0.0,894
8300000,12.734185379332484,0.0,896
8400000,13.150314970419277,0.0,894
8500000,13.880248242737725,0.0,895
8600000,13.615909222410556,0.0,894
8700000,13.179015518997913,0.0,896
8800000,14.037410445243585,0.0,895
8900000,14.297222826504148,0.0,896
9000000,14.249969965760247,0.0,896
9100000,13.600498457495705,0.0,897
9200000,14.252809576023138,0.0,896
9300000,13.98206749477191,0.0,897
9400000,14.559268330158666,0.0,897
9500000,14.525599389169365,0.0,898
9600000,14.510163021076005,0.0,897
9700000,14.351847410923801,0.0,897
9800000,14.077634724871604,0.0,898
9900000,14.176025140558922,0.0,897
10000000,14.198651956548565,0.0,898
10100000,14.318602353372844,0.0,898
10200000,14.353586251421365,0.0,899
10300000,14.732983187654755,0.0,898
10400000,13.914924236494116,0.0,900
10500000,14.330761713086394,0.0,899
10600000,14.753054389667232,0.0,900
10700000,14.169683244419284,0.0,900
10800000,13.660074152734305,0.0,901
10900000,14.665927004768745,0.0,900
11000000,14.512060254568933,0.0,901
11100000,14.647039226829074,0.0,901
11200000,14.616035898890695,0.0,902
11300000,14.883111572049092,0.0,901
11400000,14.458472062931396,0.0,903
11500000,14.965283339114395,0.0,902
11600000,14.555760808676714,0.0,902
11700000,14.587445584555972,0.0,903
11800000,14.371461870996258,0.0,902
11900000,14.290729679575525,0.0,903
12000000,14.308864346013578,0.0,903
12100000,14.321407329639188,0.0,904
12200000,14.686420898627256,0.0,903
