update,global_step,rollout_reward_per_env,ep_return_mean,ep_len_mean,episodes_finished,A0_H_rx_chain_rx,A1_H_rx_chain_ry,A2_H_rx_chain_rz,A3_H_ry_chain_rx,A4_H_ry_chain_ry,A5_H_ry_chain_rz,A6_NoH_rx_chain_rx,A7_NoH_rx_chain_ry,A8_NoH_rx_chain_rz,A9_NoH_ry_chain_rx,A10_NoH_ry_chain_ry,A11_NoH_ry_chain_rz
19,77824,0.036111111111111094,0.012037037561337153,322.6666666666667,12,0.0254922304302454,0.06929576396942139,0.0254922304302454,0.0254922304302454,0.0254922304302454,0.17976686358451843,0.07132725417613983,0.1642743945121765,0.06591972708702087,0.11665575206279755,0.16479918360710144,0.06599216163158417
20,81920,0.0,0.0,324.0,14,0.023996295407414436,0.0658760517835617,0.023996295407414436,0.023996295407414436,0.023996295407414436,0.18523970246315002,0.06670011579990387,0.17071212828159332,0.06218312680721283,0.12057475745677948,0.17048479616641998,0.06224415451288223
21,86016,0.0,0.0,324.0,12,0.02259468473494053,0.0622423030436039,0.02259468473494053,0.02259468473494053,0.02259468473494053,0.1928843855857849,0.061921294778585434,0.17543156445026398,0.05833636596798897,0.12511157989501953,0.17530818283557892,0.05838562920689583
22,90112,0.17569444444444443,0.05856481691201528,305.9166666666667,12,0.021246783435344696,0.05840320140123367,0.021246783435344696,0.021246783435344696,0.021246783435344696,0.20042259991168976,0.05710822716355324,0.18020762503147125,0.05440325289964676,0.13019578158855438,0.17983083426952362,0.05444130674004555
23,94208,0.0,0.0,324.0,13,0.01996169239282608,0.05450444668531418,0.01996169239282608,0.01996169239282608,0.01996169239282608,0.20907896757125854,0.0524616464972496,0.18312238156795502,0.050519347190856934,0.1360752284526825,0.18384374678134918,0.050547461956739426
24,98304,0.0,0.0,324.0,13,0.018724938854575157,0.050610434263944626,0.018724938854575157,0.018724938854575157,0.018724938854575157,0.21847622096538544,0.0480506606400013,0.18595068156719208,0.04673188924789429,0.14287981390953064,0.1856488436460495,0.046751637011766434
25,102400,0.0,0.0,324.0,13,0.017512258142232895,0.04673876613378525,0.017512258142232895,0.017512258142232895,0.017512258142232895,0.22477369010448456,0.04386909678578377,0.18895363807678223,0.04303913936018944,0.1506509631872177,0.1888735145330429,0.04305211082100868
26,106496,0.0,0.0,324.0,13,0.01633424125611782,0.04297880828380585,0.01633424125611782,0.01633424125611782,0.01633424125611782,0.22913408279418945,0.03996508568525314,0.1920207142829895,0.039504725486040115,0.15966828167438507,0.19187898933887482,0.03951239958405495
27,110592,0.0,0.0,324.0,12,0.015231956727802753,0.03947734832763672,0.015231956727802753,0.015231956727802753,0.015231956727802753,0.2379695624113083,0.03643590584397316,0.19086380302906036,0.03624650463461876,0.17065632343292236,0.19117261469364166,0.03625018149614334
28,114688,0.0,0.0,324.0,12,0.014150114730000496,0.036111701279878616,0.014150114730000496,0.014150114730000496,0.014150114730000496,0.24108454585075378,0.033133070915937424,0.1913730800151825,0.03313823044300079,0.18342851102352142,0.19199144840240479,0.033138956874608994
29,118784,0.09513888888888888,0.02927350539427537,316.2307692307692,13,0.013240648433566093,0.03327520936727524,0.013240648433566093,0.013240648433566093,0.013240648433566093,0.25007811188697815,0.03038911335170269,0.19093067944049835,0.030531112104654312,0.1903502196073532,0.190953329205513,0.030529722571372986
30,122880,0.0,0.0,324.0,12,0.012466068379580975,0.030864616855978966,0.012466068379580975,0.012466068379580975,0.012466068379580975,0.2606372535228729,0.028084509074687958,0.1914655715227127,0.028322985395789146,0.19133929908275604,0.19110137224197388,0.028320055454969406
31,126976,0.0,0.0,324.0,14,0.011785288341343403,0.02876470237970352,0.011785288341343403,0.011785288341343403,0.011785288341343403,0.27578696608543396,0.02609790302813053,0.19015997648239136,0.026404136791825294,0.18951015174388885,0.18973487615585327,0.026400085538625717
32,131072,0.0,0.0,324.0,13,0.011119228787720203,0.026771632954478264,0.011119228787720203,0.011119228787720203,0.011119228787720203,0.2861517667770386,0.024233844131231308,0.1896742433309555,0.024585194885730743,0.1895366758108139,0.18998928368091583,0.02458038367331028
33,135168,0.12083333333333332,0.040277776618798576,312.5,12,0.010475567542016506,0.024897731840610504,0.010475567542016506,0.010475567542016506,0.010475567542016506,0.2913874089717865,0.02249668911099434,0.18953201174736023,0.02287607453763485,0.19074514508247375,0.1932918131351471,0.022870773449540138
34,139264,0.1826388888888889,0.05619657956636869,306.53846153846155,13,0.009869905188679695,0.023172706365585327,0.009869905188679695,0.009869905188679695,0.009869905188679695,0.298164963722229,0.020908188074827194,0.1893981546163559,0.02130322903394699,0.19318406283855438,0.1930914670228958,0.021297628059983253
35,143360,0.04444444444444445,0.014814815173546473,321.6666666666667,12,0.009324165992438793,0.02163931541144848,0.009324165992438793,0.009324165992438793,0.009324165992438793,0.30675727128982544,0.019502855837345123,0.1892547458410263,0.019905518740415573,0.19239814579486847,0.19334574043750763,0.019899744540452957
36,147456,0.14375,0.041071428784302304,314.35714285714283,14,0.008804637007415295,0.020211156457662582,0.008804637007415295,0.008804637007415295,0.008804637007415295,0.31382423639297485,0.018199879676103592,0.18848998844623566,0.018603304401040077,0.1932438462972641,0.19361154735088348,0.01859745942056179
37,151552,0.0,0.0,324.0,14,0.008346040733158588,0.018961185589432716,0.008346040733158588,0.008346040733158588,0.008346040733158588,0.3278907537460327,0.017062878236174583,0.18786685168743134,0.01746368035674095,0.18977385759353638,0.19013887643814087,0.017457835376262665
38,155648,0.11875000000000002,0.039583334078391395,315.75,12,0.00791365560144186,0.01780344545841217,0.00791365560144186,0.00791365560144186,0.00791365560144186,0.34122133255004883,0.016012880951166153,0.18669496476650238,0.016407614573836327,0.18687668442726135,0.18692666292190552,0.016401827335357666
39,159744,0.03125,0.010416666666666666,323.25,12,0.007520647719502449,0.01676265150308609,0.007520647719502449,0.007520647719502449,0.007520647719502449,0.35908040404319763,0.015071085654199123,0.1826702356338501,0.01545798685401678,0.18257123231887817,0.18285156786441803,0.015452285297214985
40,163840,0.0,0.0,324.0,12,0.007143327035009861,0.015781590715050697,0.007143327035009861,0.007143327035009861,0.007143327035009861,0.3718952536582947,0.014185218140482903,0.17856283485889435,0.014562162570655346,0.17989495396614075,0.18198807537555695,0.014556590467691422
41,167936,0.0,0.0,324.0,13,0.006788268219679594,0.01487194187939167,0.006788268219679594,0.006788268219679594,0.006788268219679594,0.3849008083343506,0.013365178368985653,0.1752895712852478,0.013730992563068867,0.17641273140907288,0.180550217628479,0.013725564815104008
42,172032,0.11944444444444444,0.03412698422159467,316.85714285714283,14,0.006452362518757582,0.014023758471012115,0.006452362518757582,0.006452362518757582,0.006452362518757582,0.4070296585559845,0.01260160468518734,0.17128092050552368,0.012955442070960999,0.17175821959972382,0.17159079015254974,0.012950174510478973
43,176128,0.0,0.0,324.0,13,0.006140827666968107,0.013245201669633389,0.006140827666968107,0.006140827666968107,0.006140827666968107,0.4272463023662567,0.011901549994945526,0.16763168573379517,0.012243230827152729,0.16530421376228333,0.16562633216381073,0.012238126248121262
44,180224,0.11388888888888887,0.03796296318372091,313.3333333333333,12,0.00584827084094286,0.012522481381893158,0.00584827084094286,0.00584827084094286,0.00584827084094286,0.45039239525794983,0.011252316646277905,0.15993502736091614,0.01158167514950037,0.15862616896629333,0.160720095038414,0.011576738208532333
45,184320,0.14444444444444443,0.04126984093870435,314.2857142857143,14,0.005564063787460327,0.011830762960016727,0.005564063787460327,0.005564063787460327,0.005564063787460327,0.4782799184322357,0.010631437413394451,0.1520196795463562,0.010947956703603268,0.15063545107841492,0.15245531499385834,0.010943201370537281
46,188416,0.0,0.0,324.0,12,0.005297478288412094,0.011188214644789696,0.005297478288412094,0.005297478288412094,0.005297478288412094,0.5026773810386658,0.01005509588867426,0.14498333632946014,0.010358954779803753,0.1417541801929474,0.14743849635124207,0.010354379191994667
47,192512,0.16527777777777775,0.050854698969767645,311.2307692307692,13,0.005028655286878347,0.010551727376878262,0.005028655286878347,0.005028655286878347,0.005028655286878347,0.5332264304161072,0.009484422393143177,0.13772167265415192,0.009774827398359776,0.13182112574577332,0.13753478229045868,0.009770444594323635
48,196608,0.1763888888888889,0.05427350447728084,310.0,13,0.00476807402446866,0.009942368604242802,0.00476807402446866,0.00476807402446866,0.00476807402446866,0.564090371131897,0.00893828459084034,0.12887144088745117,0.009215141646564007,0.12145255506038666,0.12920668721199036,0.009210959076881409
49,200704,0.0798611111111111,0.0266203706463178,317.4166666666667,12,0.004506879020482302,0.009340800344944,0.004506879020482302,0.004506879020482302,0.004506879020482302,0.5968589782714844,0.00839921459555626,0.11976203322410583,0.008662025444209576,0.11082082986831665,0.11947061866521835,0.008658048696815968
50,204800,0.32291666666666663,0.08611111144224802,300.2,15,0.004247215110808611,0.008750992827117443,0.004247215110808611,0.004247215110808611,0.004247215110808611,0.6299477815628052,0.007870716974139214,0.10988602042198181,0.00811918918043375,0.10036835074424744,0.10995262116193771,0.008115419186651707
51,208896,0.09444444444444444,0.029059829620214608,316.3076923076923,13,0.004010316450148821,0.008216015063226223,0.004010316450148821,0.004010316450148821,0.004010316450148821,0.6564114093780518,0.007391462568193674,0.10214286297559738,0.0076266201213002205,0.09087029099464417,0.10367711633443832,0.007623046636581421
52,212992,0.1347222222222222,0.044907405972480774,310.8333333333333,12,0.0037731430493295193,0.007687857840210199,0.0037731430493295193,0.0037731430493295193,0.0037731430493295193,0.6835734248161316,0.0069182077422738075,0.09457682818174362,0.007139807101339102,0.08194321393966675,0.09593159705400467,0.007136433385312557
53,217088,0.20625,0.058928570577076504,305.35714285714283,14,0.00354595435783267,0.007186929229646921,0.00354595435783267,0.00354595435783267,0.00354595435783267,0.7088971138000488,0.006469291634857655,0.08726026117801666,0.00667773699387908,0.07385101914405823,0.08879929035902023,0.006674562580883503
54,221184,0.7638888888888891,0.20370370149612427,262.6666666666667,15,0.00331445736810565,0.006683747749775648,0.00331445736810565,0.00331445736810565,0.00331445736810565,0.7354875802993774,0.006018138490617275,0.07993332296609879,0.006213036831468344,0.06628527492284775,0.07991093397140503,0.006210074760019779
55,225280,0.18194444444444444,0.05198412548218455,310.42857142857144,14,0.003103053430095315,0.0062270257622003555,0.003103053430095315,0.003103053430095315,0.003103053430095315,0.7583498954772949,0.005608605686575174,0.07293419539928436,0.005791044794023037,0.05968644842505455,0.07320233434438705,0.005788273178040981
56,229376,0.8298611111111112,0.2074652798473835,260.5625,16,0.002898905659094453,0.005790249444544315,0.002898905659094453,0.002898905659094453,0.002898905659094453,0.7800926566123962,0.005216811317950487,0.06637515872716904,0.005387152545154095,0.05373654142022133,0.06642131507396698,0.0053845616057515144
57,233472,0.15763888888888888,0.05254629875222842,311.0833333333333,12,0.002722879173234105,0.00541440024971962,0.002722879173234105,0.002722879173234105,0.002722879173234105,0.7970532774925232,0.0048796869814395905,0.061006516218185425,0.005039544776082039,0.04874475300312042,0.06193319708108902,0.005037113092839718
58,237568,0.24375,0.06964285671710968,304.07142857142856,14,0.0025531232822686434,0.00505518913269043,0.0025531232822686434,0.0025531232822686434,0.0025531232822686434,0.813372015953064,0.0045573413372039795,0.05604506656527519,0.004707068204879761,0.044235680252313614,0.05711036175489426,0.004704787861555815
59,241664,0.5486111111111112,0.15674603091818945,277.85714285714283,14,0.0024000220000743866,0.004732673522084951,0.0024000220000743866,0.0024000220000743866,0.0024000220000743866,0.827372670173645,0.004267877899110317,0.05163245275616646,0.00440843915566802,0.040328577160835266,0.05325102433562279,0.004406301770359278
60,245760,0.11597222222222223,0.03568376027620756,313.9230769230769,13,0.002260993467643857,0.004441144876182079,0.002260993467643857,0.002260993467643857,0.002260993467643857,0.8395636677742004,0.004006160888820887,0.047691460698843,0.00413838867098093,0.03691790625452995,0.05006086453795433,0.004136380273848772
61,249856,0.2138888888888889,0.06111110959734235,304.57142857142856,14,0.0021236450411379337,0.004155817907303572,0.0021236450411379337,0.0021236450411379337,0.0021236450411379337,0.8519260287284851,0.0037498704623430967,0.04394310712814331,0.0038738662842661142,0.03375530615448952,0.04622940346598625,0.0038719826843589544
62,253952,0.26666666666666666,0.07619047590664454,301.7142857142857,14,0.0019968519918620586,0.0038937763310968876,0.0019968519918620586,0.0019968519918620586,0.0019968519918620586,0.8630610108375549,0.0035144209396094084,0.04055784270167351,0.003630818100646138,0.030949003994464874,0.04277658835053444,0.0036290527787059546
63,258048,0.29444444444444445,0.09059828978318435,296.9230769230769,13,0.001882038894109428,0.003657398046925664,0.001882038894109428,0.001882038894109428,0.001882038894109428,0.8727751970291138,0.0033019850961863995,0.03754483535885811,0.003411501180380583,0.028486141934990883,0.039884887635707855,0.0034098357427865267
64,262144,0.5993055555555555,0.15981481870015463,278.46666666666664,15,0.0017737557645887136,0.0034357374534010887,0.0017737557645887136,0.0017737557645887136,0.0017737557645887136,0.8818631172180176,0.00310269882902503,0.0347769595682621,0.003205731976777315,0.02625509351491928,0.03706150874495506,0.003204160835593939
65,266240,0.7645833333333333,0.20388888716697692,265.0,15,0.0016715398523956537,0.0032276420388370752,0.0016715398523956537,0.0016715398523956537,0.0016715398523956537,0.8903753161430359,0.0029155367519706488,0.032230768352746964,0.003012455301359296,0.02422764152288437,0.03431345894932747,0.003010976128280163
66,270336,0.8631944444444444,0.21579861268401146,255.3125,16,0.0015831898199394345,0.003047897247597575,0.0015831898199394345,0.0015831898199394345,0.0015831898199394345,0.8972530364990234,0.0027538766153156757,0.03004138171672821,0.002845499897375703,0.022496595978736877,0.03238481283187866,0.002844102680683136
67,274432,1.2493055555555557,0.2776234588689274,238.05555555555554,18,0.0014999512350186706,0.0028793555684387684,0.0014999512350186706,0.0014999512350186706,0.0014999512350186706,0.9036853909492493,0.002602238906547427,0.028026435524225235,0.0026888824068009853,0.020917924121022224,0.030512457713484764,0.002687560860067606
68,278528,0.48888888888888893,0.15042734833864066,278.15384615384613,13,0.0014230438973754644,0.002724186284467578,0.0014230438973754644,0.0014230438973754644,0.0014230438973754644,0.9095091223716736,0.0024625950027257204,0.026198338717222214,0.0025446449872106314,0.019496170803904533,0.028829403221607208,0.0025433930568397045
69,282624,0.4409722222222222,0.11759259303410848,286.46666666666664,15,0.001351911691017449,0.002581152832135558,0.001351911691017449,0.001351911691017449,0.001351911691017449,0.914788544178009,0.002333836629986763,0.02453676611185074,0.0024116444401443005,0.018212271854281425,0.027317650616168976,0.002410455606877804
70,286720,1.5444444444444443,0.3251461998412484,222.10526315789474,19,0.0012812979985028505,0.002440085168927908,0.0012812979985028505,0.0012812979985028505,0.0012812979985028505,0.9201929569244385,0.0022067870013415813,0.022938793525099754,0.0022804017644375563,0.016986947506666183,0.025549478828907013,0.0022792755626142025
71,290816,0.2125,0.06538461721860446,303.2307692307692,13,0.0012222359655424953,0.0023218882270157337,0.0012222359655424953,0.0012222359655424953,0.0012222359655424953,0.9243038296699524,0.0021003566216677427,0.021595032885670662,0.002170449122786522,0.015959087759256363,0.024491015821695328,0.0021693750750273466
72,294912,0.5347222222222222,0.13368055783212185,284.875,16,0.0011612467933446169,0.0022007967345416546,0.0011612467933446169,0.0011612467933446169,0.0011612467933446169,0.9288221597671509,0.00199124775826931,0.02025883086025715,0.002057721372693777,0.014944188296794891,0.02302337996661663,0.0020567013416439295
73,299008,0.7076388888888889,0.18870370487372082,268.06666666666666,15,0.0011056771036237478,0.0020906911231577396,0.0011056771036237478,0.0011056771036237478,0.0011056771036237478,0.9328151345252991,0.001892022555693984,0.01905522309243679,0.001955198822543025,0.014033346436917782,0.021781424060463905,0.0019542307127267122
74,303104,0.8506944444444444,0.22685185174147288,256.73333333333335,15,0.0010566916316747665,0.0019936528988182545,0.0010566916316747665,0.0010566916316747665,0.0010566916316747665,0.9361336827278137,0.001804573810659349,0.01799788698554039,0.0018648443510755897,0.013235226273536682,0.020879356190562248,0.0018639197805896401
75,307200,0.9701388888888888,0.2425347249954939,252.4375,16,0.001007814658805728,0.0018973795231431723,0.001007814658805728,0.001007814658805728,0.001007814658805728,0.9395662546157837,0.001717770821414888,0.016971562057733536,0.0017751523992046714,0.01246401946991682,0.019802384078502655,0.0017742722993716598
76,311296,0.70625,0.17656249552965164,271.6875,16,0.0009609960834495723,0.0018055015243589878,0.0009609960834495723,0.0009609960834495723,0.0009609960834495723,0.9428686499595642,0.0016349058132618666,0.01600678265094757,0.0016895266016945243,0.011741549707949162,0.01872039958834648,0.0016886880621314049
77,315392,1.1368055555555554,0.28420138778164983,237.4375,16,0.0009172780555672944,0.0017199242720380425,0.0009172780555672944,0.0009172780555672944,0.0009172780555672944,0.9459079504013062,0.0015577079029753804,0.015117821283638477,0.00160975253675133,0.011077635921537876,0.017731109634041786,0.0016089536948129535
78,319488,0.673611111111111,0.17962962885697684,271.3333333333333,15,0.0008753862930461764,0.001638202928006649,0.0008753862930461764,0.0008753862930461764,0.0008753862930461764,0.9488297700881958,0.0014839674113318324,0.014280718751251698,0.0015335512580350041,0.010454202070832253,0.016745131462812424,0.0015327901346608996
79,323584,0.42083333333333334,0.11222222447395325,290.8,15,0.0008391320006921887,0.0015674142632633448,0.0008391320006921887,0.0008391320006921887,0.0008391320006921887,0.9511841535568237,0.0014200980076566339,0.01355469599366188,0.0014675483107566833,0.009914122521877289,0.016068607568740845,0.0014668201329186559
80,327680,0.8902777777777778,0.22256944701075554,252.875,16,0.0008038320811465383,0.0014987471513450146,0.0008038320811465383,0.0008038320811465383,0.0008038320811465383,0.9535102844238281,0.001358121633529663,0.012860859744250774,0.001403499860316515,0.009399265050888062,0.015351100824773312,0.0014028041623532772
81,331776,0.43125,0.13269230494132409,284.53846153846155,13,0.000771067279856652,0.0014351187273859978,0.000771067279856652,0.000771067279856652,0.000771067279856652,0.9556220173835754,0.0013006840599700809,0.012222829274833202,0.0013441421324387193,0.008926616050302982,0.014720828272402287,0.00134347565472126
82,335872,0.8388888888888889,0.20972222462296486,259.75,16,0.0007393905543722212,0.0013738000998273492,0.0007393905543722212,0.0007393905543722212,0.0007393905543722212,0.9576820135116577,0.0012453191448003054,0.011615862138569355,0.0012869203928858042,0.008477870374917984,0.014074254781007767,0.0012862817384302616
83,339968,0.6840277777777777,0.19543650959219253,263.92857142857144,14,0.0007092819432727993,0.001315659610554576,0.0007092819432727993,0.0007092819432727993,0.0007092819432727993,0.9596324563026428,0.0011928094318136573,0.01104617491364479,0.001232652459293604,0.008057382889091969,0.013453692197799683,0.0012320413952693343
84,344064,1.6506944444444447,0.3301388919353485,221.35,20,0.0006807702011428773,0.00126072287093848,0.0006807702011428773,0.0006807702011428773,0.0006807702011428773,0.9614660739898682,0.0011431844905018806,0.010512864217162132,0.0011813659220933914,0.007664316799491644,0.012867702171206474,0.001180779654532671
85,348160,0.11736111111111111,0.036111111824329085,313.7692307692308,13,0.0006537482258863747,0.0012087678769603372,0.0006537482258863747,0.0006537482258863747,0.0006537482258863747,0.9631915092468262,0.001096244202926755,0.010013013146817684,0.0011328529799357057,0.007296414114534855,0.012313978746533394,0.0011322909267619252
86,352256,0.9527777777777777,0.23819444701075554,249.5,16,0.0006281165406107903,0.0011595884570851922,0.0006281165406107903,0.0006281165406107903,0.0006281165406107903,0.9648168683052063,0.0010518033523112535,0.009543979540467262,0.0010869224788621068,0.006951618008315563,0.011790333315730095,0.0010863831266760826
87,356352,1.0534722222222221,0.24787582194103913,247.47058823529412,17,0.0006037839339114726,0.0011129957856610417,0.0006037839339114726,0.0006037839339114726,0.0006037839339114726,0.9663496613502502,0.0010096922051161528,0.009103364311158657,0.001043400727212429,0.006628092378377914,0.011294756084680557,0.0010428829118609428
88,360448,1.1756944444444444,0.27663398840848136,239.23529411764707,17,0.000580665422603488,0.0010688155889511108,0.000580665422603488,0.000580665422603488,0.000580665422603488,0.9677965641021729,0.00096975511405617,0.008689000271260738,0.0010021236957982183,0.00632415572181344,0.010825361125171185,0.0010016263695433736
89,364544,0.38958333333333334,0.11130952409335546,289.07142857142856,14,0.0005586848710663617,0.0010268910555168986,0.0005586848710663617,0.0005586848710663617,0.0005586848710663617,0.9691633582115173,0.0009318490047007799,0.008298912085592747,0.0009629468549974263,0.006038304418325424,0.010380454361438751,0.0009624689118936658
90,368640,0.7652777777777778,0.180065360139398,269.7647058823529,17,0.0005377698107622564,0.0009870728245005012,0.0005377698107622564,0.0005377698107622564,0.0005377698107622564,0.9704560041427612,0.0008958416292443871,0.007931306958198547,0.0009257316123694181,0.005769169889390469,0.009958453476428986,0.0009252727031707764
91,372736,0.4673611111111111,0.13353174499103002,281.07142857142856,14,0.0005178540013730526,0.0009492269600741565,0.0005178540013730526,0.0005178540013730526,0.0005178540013730526,0.9716794490814209,0.0008616121485829353,0.0075845480896532536,0.0008903536363504827,0.005515508819371462,0.009557882323861122,0.0008899118402041495
92,376832,0.9243055555555556,0.24648148119449614,247.26666666666668,15,0.0004988764994777739,0.0009132293635047972,0.0004988764994777739,0.0004988764994777739,0.0004988764994777739,0.9728385806083679,0.0008290474070236087,0.0072571393102407455,0.0008566965698264539,0.005276183132082224,0.009177392348647118,0.000856271421071142
93,380928,0.16805555555555557,0.04801587121827262,309.2857142857143,14,0.00048078171676024795,0.0008789639687165618,0.00048078171676024795,0.00048078171676024795,0.00048078171676024795,0.9739373326301575,0.0007980464142747223,0.006947729270905256,0.000824655347969383,0.005050178617238998,0.008815747685730457,0.0008242460899055004
94,385024,0.6201388888888889,0.17718253604003362,270.5,14,0.00046351627679541707,0.0008463256526738405,0.00046351627679541707,0.00046351627679541707,0.00046351627679541707,0.9749797582626343,0.0007685120799578726,0.006655070465058088,0.0007941302028484643,0.004836549051105976,0.008471784181892872,0.0007937364862300456
95,389120,0.4625,0.12333333094914754,286.8,15,0.00044703236198984087,0.0008152162772603333,0.00044703236198984087,0.00044703236198984087,0.00044703236198984087,0.9759696125984192,0.0007403568597510457,0.006378019228577614,0.0007650306215509772,0.004634436219930649,0.008144435472786427,0.0007646513404324651
96,393216,0.7708333333333333,0.2055555562178294,259.6,15,0.0004312843084335327,0.0007855435833334923,0.0004312843084335327,0.0004312843084335327,0.0004312843084335327,0.9769104719161987,0.0007134980987757444,0.006115524098277092,0.0007372710970230401,0.004443047568202019,0.007832691073417664,0.0007369054947048426
97,397312,1.0263888888888888,0.2415032684803009,251.88235294117646,17,0.00041623078868724406,0.0007572239846922457,0.00041623078868724406,0.00041623078868724406,0.00041623078868724406,0.9778048992156982,0.000687860359903425,0.005866627674549818,0.0007107730489224195,0.004261668771505356,0.007535640150308609,0.0007104206597432494
